Variance	Mean
0.0009295631	0.003778152
0.0009261274	0.003776202
0.0009227141	0.003774252
0.0009193232	0.0037723021
0.0009159549	0.0037703523
0.0009126086	0.0037684023
0.0009092847	0.0037664523
0.0009059831	0.0037645023
0.0009027042	0.0037625526
0.0008994472	0.0037606026
0.0008962127	0.0037586526
0.0008930004	0.0037567026
0.0008898106	0.0037547526
0.0008866434	0.0037528028
0.0008834982	0.0037508529
0.0008803754	0.0037489029
0.0008772749	0.0037469529
0.0008741971	0.0037450031
0.0008711413	0.0037430532
0.0008681078	0.0037411031
0.0008650967	0.0037391532
0.0008621079	0.0037372032
0.0008591418	0.0037352534
0.0008561977	0.0037333034
0.000853276	0.0037313534
0.0008503766	0.0037294034
0.0008474995	0.0037274535
0.000844643	0.0037255043
0.0008418047	0.0037235548
0.0008389848	0.0037216054
0.0008361835	0.0037196559
0.000833401	0.0037177067
0.0008306367	0.0037157572
0.000827891	0.0037138078
0.0008251638	0.0037118583
0.0008224549	0.0037099088
0.000819765	0.0037079596
0.0008170934	0.0037060102
0.0008144402	0.0037040607
0.0008118055	0.0037021113
0.0008091896	0.003700162
0.000806592	0.0036982126
0.0008040128	0.0036962631
0.0008014522	0.0036943137
0.0007989101	0.0036923642
0.0007963868	0.003690415
0.0007938818	0.0036884655
0.0007913952	0.0036865161
0.0007889271	0.0036845666
0.0007864779	0.0036826174
0.0007840469	0.0036806679
0.0007816344	0.0036787185
0.0007792404	0.0036767691
0.0007768649	0.0036748195
0.0007745082	0.0036728703
0.0007721698	0.0036709209
0.0007698499	0.0036689714
0.0007675485	0.003667022
0.0007652659	0.0036650727
0.0007630015	0.0036631233
0.0007607556	0.0036611738
0.0007585282	0.0036592244
0.0007563194	0.0036572749
0.0007541294	0.0036553257
0.0007519576	0.0036533763
0.0007498043	0.0036514267
0.0007476695	0.0036494773
0.0007455533	0.0036475279
0.0007434558	0.0036455786
0.0007413765	0.0036436292
0.0007393158	0.0036416797
0.0007372736	0.0036397302
0.0007352502	0.0036377811
0.000733245	0.0036358316
0.0007312584	0.0036338821
0.0007292902	0.0036319327
0.0007273406	0.0036299832
0.0007254097	0.003628034
0.0007234972	0.0036260845
0.0007216031	0.0036241351
0.0007197275	0.0036221856
0.0007178707	0.0036202364
0.0007160322	0.003618287
0.0007142121	0.0036163374
0.0007124106	0.003614388
0.0007106277	0.0036124386
0.0007088634	0.0036104893
0.0007071175	0.0036085399
0.00070539	0.0036065904
0.0007036811	0.0036046409
0.0007019909	0.0036026917
0.000700319	0.0036007423
0.0006986656	0.0035987928
0.0006970308	0.0035968434
0.0006954144	0.0035948939
0.0006938168	0.0035929447
0.0006922375	0.0035909952
0.0006906767	0.0035890458
0.0006891344	0.0035870963
0.0006876108	0.0035851471
0.0006861055	0.0035831976
0.0006846188	0.0035812482
0.0006831506	0.0035792987
0.0006817009	0.0035773493
0.0006802699	0.0035754001
0.0006788572	0.0035734506
0.000677463	0.0035715011
0.0006760873	0.0035695517
0.0006747304	0.0035676024
0.0006733901	0.0035656519
0.0006720612	0.0035637009
0.0006707434	0.0035617498
0.0006694367	0.0035597988
0.0006681411	0.0035578479
0.0006668565	0.0035558969
0.0006655829	0.0035539459
0.0006643203	0.0035519948
0.0006630688	0.0035500437
0.0006618285	0.0035480929
0.0006605991	0.0035461419
0.0006593808	0.0035441909
0.0006581734	0.0035422398
0.0006569774	0.003540289
0.0006557921	0.0035383379
0.000654618	0.0035363869
0.0006534549	0.0035344358
0.0006523028	0.0035324848
0.000651162	0.003530534
0.000650032	0.003528583
0.0006489131	0.0035266319
0.0006478052	0.0035246808
0.0006467086	0.00352273
0.0006456228	0.003520779
0.0006445481	0.0035188279
0.0006434845	0.0035168769
0.0006424318	0.0035149258
0.0006413904	0.003512975
0.0006403599	0.003511024
0.0006393404	0.0035090729
0.0006383321	0.0035071219
0.0006373348	0.003505171
0.0006363485	0.00350322
0.0006353732	0.003501269
0.000634409	0.0034993179
0.0006334559	0.0034973669
0.0006325139	0.003495416
0.0006315828	0.003493465
0.0006306628	0.003491514
0.0006297538	0.0034895629
0.000628856	0.0034876121
0.0006279692	0.0034856611
0.0006270919	0.0034837095
0.0006262215	0.0034817578
0.0006253579	0.0034798061
0.0006245011	0.0034778547
0.0006236509	0.003475903
0.0006228074	0.0034739513
0.0006219708	0.0034719996
0.0006211408	0.0034700479
0.0006203177	0.0034680964
0.0006195012	0.0034661447
0.0006186915	0.0034641931
0.0006178886	0.0034622414
0.0006170924	0.0034602899
0.0006163029	0.0034583382
0.0006155202	0.0034563865
0.0006147442	0.0034544348
0.0006139749	0.0034524831
0.0006132125	0.0034505317
0.0006124567	0.00344858
0.0006117076	0.0034466283
0.0006109653	0.0034446766
0.0006102299	0.0034427252
0.0006095011	0.0034407735
0.000608779	0.0034388218
0.0006080637	0.0034368701
0.0006073551	0.0034349184
0.0006066533	0.0034329669
0.0006059582	0.0034310153
0.0006052699	0.0034290635
0.0006045883	0.0034271119
0.0006039135	0.0034251604
0.0006032453	0.0034232087
0.000602584	0.003421257
0.0006019293	0.0034193053
0.0006012814	0.0034173537
0.0006006403	0.0034154022
0.0006000059	0.0034134505
0.0005993782	0.0034114988
0.0005987573	0.0034095471
0.0005981432	0.0034075957
0.0005975358	0.003405644
0.0005969351	0.0034036923
0.0005963411	0.0034017406
0.0005957539	0.0033997889
0.0005951735	0.0033978375
0.0005945997	0.0033958857
0.0005940327	0.0033939341
0.0005934725	0.0033919824
0.000592919	0.0033900309
0.0005923723	0.0033880792
0.0005918323	0.0033861276
0.000591299	0.0033841759
0.0005907725	0.0033822242
0.0005902527	0.0033802727
0.0005897397	0.0033783211
0.0005892334	0.0033763693
0.0005887338	0.0033744177
0.000588241	0.003372466
0.000587755	0.0033705145
0.0005872756	0.0033685628
0.000586803	0.0033666111
0.0005863372	0.0033646594
0.0005858761	0.003362708
0.0005854162	0.0033607563
0.0005849575	0.0033588046
0.0005844999	0.0033568529
0.0005840434	0.0033549013
0.0005835881	0.0033529498
0.0005831339	0.0033509982
0.0005826809	0.0033490465
0.000582229	0.0033470948
0.0005817782	0.0033451434
0.0005813286	0.0033431917
0.00058088	0.00334124
0.0005804326	0.0033392883
0.0005799862	0.0033373366
0.0005795406	0.0033353851
0.0005790959	0.0033334334
0.0005786521	0.0033314817
0.0005782092	0.00332953
0.0005777673	0.0033275785
0.0005773262	0.0033256268
0.000576886	0.003323675
0.0005764467	0.0033217233
0.0005760083	0.0033197716
0.0005755708	0.0033178201
0.0005751342	0.0033158684
0.0005746985	0.0033139167
0.0005742637	0.003311965
0.0005738298	0.0033100135
0.0005733968	0.0033080618
0.0005729646	0.00330611
0.0005725334	0.0033041583
0.0005721031	0.0033022066
0.0005716737	0.0033002552
0.0005712451	0.0032983035
0.0005708175	0.0032963517
0.0005703908	0.0032944
0.000569965	0.0032924485
0.00056954	0.0032904968
0.000569116	0.0032885451
0.0005686928	0.0032865934
0.0005682705	0.0032846417
0.0005678492	0.0032826902
0.0005674288	0.0032807385
0.0005670092	0.0032787868
0.0005665905	0.003276835
0.0005661728	0.0032748833
0.0005657559	0.0032729319
0.00056534	0.0032709802
0.0005649249	0.0032690284
0.0005645107	0.0032670767
0.0005640974	0.0032651252
0.0005636851	0.0032631735
0.0005632736	0.0032612218
0.000562863	0.0032592701
0.0005624533	0.0032573184
0.0005620445	0.0032553669
0.0005616366	0.0032534152
0.0005612296	0.0032514634
0.0005608235	0.0032495117
0.0005604184	0.0032475602
0.000560014	0.0032456085
0.0005596106	0.0032436568
0.0005592081	0.0032417051
0.0005588065	0.0032397534
0.0005584058	0.0032378019
0.000558006	0.0032358502
0.0005576071	0.0032338984
0.000557209	0.0032319467
0.0005568119	0.0032299952
0.0005564157	0.0032280435
0.0005560204	0.0032260918
0.0005556259	0.0032241401
0.0005552324	0.0032221884
0.0005548398	0.0032202369
0.000554448	0.0032182852
0.0005540572	0.0032163335
0.0005536672	0.0032143817
0.0005532782	0.0032124303
0.00055289	0.0032104786
0.0005525028	0.0032085269
0.0005521164	0.0032065752
0.0005517309	0.0032046234
0.0005513464	0.0032026719
0.0005509627	0.0032007203
0.00055058	0.0031987685
0.0005501981	0.0031968168
0.0005498171	0.0031948651
0.0005494371	0.0031929136
0.0005490579	0.003190962
0.0005486796	0.0031890102
0.0005483023	0.0031870585
0.0005479258	0.003185107
0.0005475503	0.0031831553
0.0005471756	0.0031812036
0.0005468018	0.0031792519
0.0005464289	0.0031773002
0.000546057	0.0031753487
0.000545686	0.003173397
0.0005453158	0.0031714453
0.0005449465	0.0031694936
0.0005445782	0.0031675421
0.0005442108	0.0031655905
0.0005438442	0.0031636387
0.0005434785	0.003161687
0.0005431138	0.0031597353
0.00054275	0.0031577838
0.000542387	0.0031558321
0.000542025	0.0031538804
0.0005416638	0.0031519287
0.0005413036	0.0031499772
0.0005409443	0.0031480255
0.0005405858	0.0031460738
0.0005402283	0.003144122
0.0005398719	0.0031421701
0.0005395165	0.0031402184
0.000539162	0.0031382665
0.0005388086	0.0031363146
0.0005384562	0.0031343627
0.0005381049	0.0031324111
0.0005377546	0.0031304591
0.0005374053	0.0031285073
0.000537057	0.0031265556
0.0005367092	0.0031246042
0.000536362	0.0031226531
0.0005360151	0.0031207018
0.0005356687	0.0031187504
0.0005353227	0.0031167991
0.0005349771	0.003114848
0.000534632	0.0031128966
0.0005342872	0.0031109453
0.0005339429	0.0031089939
0.0005335991	0.0031070426
0.0005332557	0.0031050914
0.0005329127	0.0031031401
0.0005325701	0.0031011887
0.0005322279	0.0030992374
0.0005318862	0.003097286
0.000531545	0.003095335
0.0005312041	0.0030933837
0.0005308637	0.0030914323
0.0005305237	0.003089481
0.0005301841	0.0030875298
0.000529845	0.0030855785
0.0005295063	0.0030836271
0.000529168	0.0030816758
0.0005288301	0.0030797244
0.0005284927	0.0030777733
0.0005281557	0.003075822
0.0005278192	0.0030738706
0.000527483	0.0030719193
0.0005271473	0.0030699682
0.0005268121	0.0030680168
0.0005264772	0.0030660655
0.0005261428	0.0030641142
0.0005258088	0.0030621628
0.0005254752	0.0030602117
0.0005251421	0.0030582604
0.0005248094	0.003056309
0.0005244771	0.0030543577
0.0005241453	0.0030524065
0.0005238139	0.0030504552
0.0005234829	0.0030485038
0.0005231523	0.0030465525
0.0005228221	0.0030446011
0.0005224925	0.0030426501
0.0005221632	0.0030406987
0.0005218344	0.0030387474
0.0005215059	0.0030367961
0.000521178	0.0030348449
0.0005208504	0.0030328936
0.0005205233	0.0030309422
0.0005201966	0.0030289909
0.0005198703	0.0030270395
0.0005195445	0.0030250884
0.0005192191	0.0030231371
0.0005188941	0.0030211857
0.0005185695	0.0030192344
0.0005182454	0.003017283
0.0005179217	0.003015332
0.0005175984	0.0030133806
0.0005172756	0.0030114292
0.0005169532	0.0030094778
0.0005166312	0.0030075268
0.0005163097	0.0030055754
0.0005159885	0.0030036241
0.0005156678	0.0030016728
0.0005153475	0.0029997214
0.0005150277	0.0029977703
0.0005147083	0.0029958189
0.0005143893	0.0029938676
0.0005140708	0.0029919162
0.0005137526	0.002989965
0.0005134346	0.0029880136
0.000513117	0.002986062
0.0005127996	0.0029841106
0.0005124826	0.0029821592
0.000512166	0.0029802079
0.0005118496	0.0029782565
0.0005115335	0.002976305
0.0005112177	0.0029743536
0.0005109023	0.0029724024
0.0005105871	0.002970451
0.0005102722	0.0029684994
0.0005099577	0.002966548
0.0005096435	0.0029645966
0.0005093296	0.0029626453
0.000509016	0.002960694
0.0005087027	0.0029587425
0.0005083897	0.0029567911
0.000508077	0.0029548398
0.0005077646	0.0029528883
0.0005074525	0.0029509369
0.0005071407	0.0029489855
0.0005068292	0.002947034
0.0005065181	0.0029450828
0.0005062071	0.0029431314
0.0005058965	0.0029411799
0.0005055862	0.0029392285
0.0005052762	0.0029372773
0.0005049664	0.0029353258
0.000504657	0.0029333744
0.0005043478	0.002931423
0.0005040389	0.0029294715
0.0005037304	0.0029275203
0.0005034221	0.002925569
0.0005031141	0.0029236174
0.0005028064	0.002921666
0.000502499	0.0029197146
0.0005021919	0.0029177634
0.0005018851	0.0029158119
0.0005015785	0.0029138605
0.0005012723	0.0029119089
0.0005009663	0.0029099578
0.0005006607	0.0029080064
0.0005003553	0.0029060549
0.0005000502	0.0029041035
0.0004997454	0.0029021521
0.000499441	0.0029002009
0.0004991368	0.0028982494
0.0004988329	0.002896298
0.0004985292	0.0028943466
0.0004982259	0.0028923953
0.0004979229	0.0028904438
0.0004976202	0.0028884925
0.0004973177	0.0028865409
0.0004970156	0.0028845896
0.0004967137	0.0028826384
0.0004964121	0.0028806869
0.0004961109	0.0028787355
0.0004958099	0.002876784
0.0004955092	0.0028748329
0.0004952088	0.0028728814
0.0004949087	0.00287093
0.0004946088	0.0028689786
0.0004943093	0.002867027
0.0004940101	0.0028650759
0.0004937111	0.0028631244
0.0004934125	0.0028611729
0.0004931141	0.0028592215
0.0004928161	0.0028572703
0.0004925183	0.0028553188
0.0004922208	0.0028533674
0.0004919236	0.002851416
0.0004916267	0.0028494646
0.0004913301	0.0028475134
0.0004910338	0.0028455619
0.0004907377	0.0028436104
0.000490442	0.002841659
0.0004901466	0.0028397078
0.0004898514	0.0028377563
0.0004895566	0.002835805
0.000489262	0.0028338535
0.0004889677	0.002831902
0.0004886737	0.0028299509
0.00048838	0.0028279994
0.0004880866	0.002826048
0.0004877935	0.0028240965
0.0004875007	0.0028221451
0.0004872082	0.0028201939
0.000486916	0.0028182424
0.000486624	0.002816291
0.0004863323	0.0028143394
0.000486041	0.0028123884
0.00048575	0.0028104369
0.0004854592	0.0028084854
0.0004851687	0.002806534
0.0004848785	0.0028045826
0.0004845886	0.0028026314
0.000484299	0.0028006799
0.0004840097	0.0027987285
0.0004837207	0.0027967771
0.0004834319	0.0027948258
0.0004831435	0.0027928744
0.0004828553	0.002790923
0.0004825675	0.0027889715
0.0004822799	0.0027870201
0.0004819927	0.0027850689
0.0004817057	0.0027831174
0.000481419	0.002781166
0.0004811326	0.0027792146
0.0004808465	0.0027772634
0.0004805607	0.0027753119
0.0004802752	0.0027733605
0.0004799899	0.002771409
0.000479705	0.0027694576
0.0004794204	0.0027675064
0.000479136	0.002765555
0.0004788519	0.0027636035
0.0004785682	0.002761652
0.0004782847	0.0027597009
0.0004780015	0.0027577494
0.0004777186	0.0027557979
0.000477436	0.0027538466
0.0004771537	0.002751895
0.0004768717	0.0027499438
0.00047659	0.0027479924
0.0004763085	0.0027460409
0.0004760274	0.0027440895
0.0004757465	0.002742138
0.000475466	0.0027401868
0.0004751857	0.0027382355
0.0004749057	0.002736284
0.000474626	0.0027343325
0.0004743467	0.0027323813
0.0004740676	0.0027304299
0.0004737887	0.0027284785
0.0004735102	0.002726527
0.000473232	0.0027245756
0.0004729541	0.0027226245
0.0004726764	0.002720673
0.0004723991	0.0027187216
0.000472122	0.00271677
0.0004718453	0.0027148189
0.0004715688	0.0027128675
0.0004712926	0.0027109159
0.0004710167	0.0027089645
0.0004707411	0.0027070131
0.0004704658	0.0027050619
0.0004701908	0.0027031104
0.0004699161	0.002701159
0.0004696416	0.0026992076
0.0004693675	0.0026972563
0.0004690937	0.0026953049
0.0004688201	0.0026933535
0.0004685468	0.0026914021
0.0004682739	0.0026894506
0.0004680012	0.0026874994
0.0004677288	0.0026855479
0.0004674567	0.0026835965
0.0004671849	0.0026816451
0.0004669134	0.002679694
0.0004666422	0.0026777424
0.0004663712	0.002675791
0.0004661006	0.0026738395
0.0004658302	0.0026718881
0.0004655602	0.0026699369
0.0004652904	0.0026679854
0.000465021	0.002666034
0.0004647518	0.0026640826
0.0004644829	0.0026621314
0.0004642143	0.0026601799
0.000463946	0.0026582285
0.000463678	0.0026562771
0.0004634103	0.0026543255
0.0004631429	0.0026523744
0.0004628757	0.002650423
0.0004626089	0.0026484714
0.0004623423	0.0026465201
0.000462076	0.0026445686
0.0004618101	0.0026426173
0.0004615444	0.002640666
0.000461279	0.0026387145
0.0004610139	0.0026367631
0.0004607491	0.0026348118
0.0004604846	0.0026328605
0.0004602204	0.002630909
0.0004599565	0.0026289576
0.0004596928	0.0026270062
0.0004594295	0.0026250549
0.0004591665	0.0026231035
0.0004589037	0.0026211521
0.0004586412	0.0026192006
0.0004583791	0.0026172494
0.0004581172	0.002615298
0.0004578556	0.0026133466
0.0004575943	0.0026113952
0.0004573333	0.0026094437
0.0004570726	0.0026074925
0.0004568122	0.0026055409
0.000456552	0.0026035896
0.0004562922	0.0026016382
0.0004560326	0.0025996868
0.0004557734	0.0025977354
0.0004555144	0.002595784
0.0004552557	0.0025938325
0.0004549974	0.0025918811
0.0004547393	0.0025899299
0.0004544815	0.0025879784
0.000454224	0.002586027
0.0004539668	0.0025840757
0.0004537099	0.0025821244
0.0004534532	0.0025801729
0.0004531969	0.0025782215
0.0004529408	0.00257627
0.0004526851	0.0025743186
0.0004524296	0.0025723675
0.0004521745	0.002570416
0.0004519196	0.0025684645
0.000451665	0.0025665131
0.0004514107	0.0025645617
0.0004511567	0.0025626105
0.000450903	0.002560659
0.0004506496	0.0025587077
0.0004503964	0.0025567562
0.0004501436	0.002554805
0.0004498911	0.0025528536
0.0004496388	0.002550902
0.0004493868	0.0025489506
0.0004491351	0.002546999
0.0004488838	0.0025450478
0.0004486327	0.0025430966
0.0004483819	0.0025411451
0.0004481314	0.0025391936
0.0004478812	0.0025372423
0.0004476313	0.002535291
0.0004473817	0.0025333395
0.0004471323	0.0025313881
0.0004468833	0.0025294367
0.0004466346	0.0025274855
0.0004463861	0.002525534
0.0004461379	0.0025235826
0.00044589	0.0025216311
0.0004456425	0.0025196799
0.0004453952	0.0025177285
0.0004451482	0.002515777
0.0004449015	0.0025138256
0.000444655	0.0025118742
0.0004444089	0.002509923
0.0004441631	0.0025079714
0.0004439176	0.0025060201
0.0004436723	0.0025040687
0.0004434274	0.0025021174
0.0004431827	0.002500166
0.0004429383	0.0024982146
0.0004426942	0.0024962631
0.0004424504	0.0024943116
0.000442207	0.0024923605
0.0004419637	0.002490409
0.0004417208	0.0024884576
0.0004414782	0.0024865062
0.0004412359	0.0024845548
0.0004409939	0.0024826035
0.0004407521	0.0024806521
0.0004405106	0.0024787005
0.0004402695	0.0024767491
0.0004400286	0.0024747979
0.000439788	0.0024728466
0.0004395477	0.0024708951
0.0004393077	0.0024689436
0.000439068	0.0024669921
0.0004388286	0.0024650409
0.0004385895	0.0024630895
0.0004383507	0.0024611381
0.0004381121	0.0024591867
0.0004378739	0.0024572355
0.000437636	0.002455284
0.0004373983	0.0024533325
0.0004371609	0.0024513812
0.0004369238	0.0024494297
0.0004366871	0.0024474784
0.0004364506	0.002445527
0.0004362144	0.0024435756
0.0004359785	0.0024416242
0.0004357429	0.0024396729
0.0004355075	0.0024377216
0.0004352725	0.00243577
0.0004350377	0.0024338186
0.0004348033	0.0024318673
0.0004345692	0.0024299161
0.0004343353	0.0024279645
0.0004341017	0.0024260131
0.0004338684	0.0024240616
0.0004336354	0.0024221104
0.0004334027	0.002420159
0.0004331703	0.0024182075
0.0004329382	0.0024162561
0.0004327064	0.0024143047
0.0004324749	0.0024123536
0.0004322436	0.002410402
0.0004320127	0.0024084506
0.000431782	0.0024064992
0.0004315516	0.0024045479
0.0004313216	0.0024025965
0.0004310918	0.0024006451
0.0004308623	0.0023986936
0.0004306331	0.0023967422
0.0004304042	0.002394791
0.0004301756	0.0023928396
0.0004299473	0.0023908881
0.0004297192	0.0023889367
0.0004294915	0.0023869854
0.000429264	0.002385034
0.0004290369	0.0023830826
0.00042881	0.0023811311
0.0004285834	0.0023791797
0.0004283572	0.0023772285
0.0004281312	0.0023752769
0.0004279055	0.0023733256
0.0004276801	0.0023713742
0.000427455	0.0023694227
0.0004272302	0.0023674714
0.0004270056	0.0023655201
0.0004267814	0.0023635686
0.0004265574	0.0023616172
0.0004263338	0.002359666
0.0004261104	0.0023577145
0.0004258874	0.0023557631
0.0004256646	0.0023538117
0.0004254421	0.0023518603
0.0004252199	0.002349909
0.000424998	0.0023479575
0.0004247764	0.0023460062
0.0004245551	0.0023440547
0.0004243341	0.0023421035
0.0004241133	0.0023401521
0.0004238929	0.0023382005
0.0004236727	0.0023362492
0.0004234529	0.0023342977
0.0004232333	0.0023323466
0.000423014	0.0023303951
0.000422795	0.0023284437
0.0004225763	0.0023264921
0.000422358	0.002324541
0.0004221399	0.0023225896
0.000421922	0.002320638
0.0004217045	0.0023186866
0.0004214873	0.0023167353
0.0004212704	0.0023147841
0.0004210537	0.0023128325
0.0004208373	0.0023108812
0.0004206213	0.0023089297
0.0004204055	0.0023069784
0.00042019	0.0023050271
0.0004199748	0.0023030756
0.0004197599	0.0023011241
0.0004195453	0.0022991727
0.000419331	0.0022972215
0.000419117	0.00229527
0.0004189032	0.0022933186
0.0004186898	0.0022913673
0.0004184766	0.0022894157
0.0004182638	0.0022874645
0.0004180513	0.0022855132
0.000417839	0.0022835616
0.000417627	0.0022816103
0.0004174153	0.002279659
0.0004172039	0.0022777075
0.0004169928	0.0022757562
0.000416782	0.0022738047
0.0004165715	0.0022718531
0.0004163613	0.002269902
0.0004161513	0.0022679506
0.0004159417	0.0022659991
0.0004157323	0.0022640477
0.0004155233	0.0022620966
0.0004153145	0.002260145
0.000415106	0.0022581937
0.0004148978	0.0022562422
0.0004146899	0.0022542908
0.0004144823	0.0022523396
0.000414275	0.0022503881
0.000414068	0.0022484367
0.0004138613	0.0022464852
0.0004136548	0.002244534
0.0004134487	0.0022425826
0.0004132428	0.0022406311
0.0004130373	0.0022386797
0.000412832	0.0022367282
0.000412627	0.002234777
0.0004124224	0.0022328256
0.000412218	0.0022308741
0.0004120139	0.0022289227
0.0004118101	0.0022269714
0.0004116065	0.0022250201
0.0004114033	0.0022230687
0.0004112004	0.0022211172
0.0004109977	0.0022191658
0.0004107954	0.0022172145
0.0004105933	0.0022152631
0.0004103916	0.0022133117
0.0004101901	0.0022113603
0.0004099889	0.002209409
0.000409788	0.0022074574
0.0004095874	0.0022055062
0.0004093871	0.0022035547
0.0004091871	0.0022016032
0.0004089874	0.0021996522
0.000408788	0.0021977006
0.0004085888	0.0021957491
0.0004083899	0.0021937976
0.0004081914	0.0021918462
0.0004079932	0.0021898951
0.0004077952	0.0021879435
0.0004075975	0.0021859923
0.0004074001	0.0021840407
0.000407203	0.0021820895
0.0004070062	0.0021801382
0.0004068097	0.0021781867
0.0004066134	0.0021762352
0.0004064173	0.0021742838
0.0004062215	0.0021723326
0.0004060259	0.0021703814
0.0004058306	0.0021684299
0.0004056354	0.0021664784
0.0004054405	0.0021645272
0.0004052458	0.0021625761
0.0004050513	0.0021606246
0.0004048571	0.0021586732
0.0004046631	0.0021567217
0.0004044693	0.0021547706
0.0004042758	0.0021528194
0.0004040824	0.0021508679
0.0004038893	0.0021489165
0.0004036965	0.0021469652
0.0004035038	0.0021450138
0.0004033114	0.0021430626
0.0004031192	0.0021411111
0.0004029273	0.0021391597
0.0004027355	0.0021372084
0.000402544	0.0021352572
0.0004023528	0.0021333058
0.0004021617	0.0021313544
0.0004019709	0.0021294031
0.0004017803	0.0021274517
0.0004015899	0.0021255005
0.0004013998	0.002123549
0.0004012098	0.0021215976
0.0004010202	0.0021196463
0.0004008307	0.0021176951
0.0004006415	0.0021157437
0.0004004525	0.0021137924
0.0004002637	0.0021118408
0.0004000752	0.0021098897
0.0003998869	0.0021079385
0.0003996988	0.002105987
0.0003995109	0.0021040356
0.0003993233	0.0021020843
0.0003991358	0.0021001329
0.0003989487	0.0020981817
0.0003987617	0.0020962303
0.000398575	0.0020942788
0.0003983885	0.0020923275
0.0003982022	0.0020903763
0.0003980162	0.0020884249
0.0003978303	0.0020864735
0.0003976447	0.0020845222
0.0003974594	0.0020825708
0.0003972743	0.0020806196
0.0003970893	0.0020786681
0.0003969046	0.0020767167
0.0003967202	0.0020747655
0.000396536	0.0020728142
0.000396352	0.0020708628
0.0003961682	0.0020689114
0.0003959847	0.0020669601
0.0003958013	0.0020650087
0.0003956183	0.0020630574
0.0003954354	0.0020611061
0.0003952528	0.0020591546
0.0003950704	0.0020572034
0.0003948882	0.0020552521
0.0003947062	0.0020533007
0.0003945245	0.0020513494
0.000394343	0.0020493981
0.0003941618	0.0020474467
0.0003939807	0.0020454955
0.0003937999	0.002043544
0.0003936193	0.0020415926
0.000393439	0.0020396413
0.0003932588	0.0020376899
0.0003930789	0.0020357387
0.0003928992	0.0020337872
0.0003927198	0.002031836
0.0003925406	0.0020298846
0.0003923616	0.0020279333
0.0003921828	0.0020259819
0.0003920043	0.0020240305
0.000391826	0.0020220792
0.0003916479	0.0020201278
0.00039147	0.0020181766
0.0003912924	0.0020162251
0.000391115	0.0020142737
0.0003909378	0.0020123225
0.0003907609	0.002010371
0.0003905842	0.0020084198
0.0003904077	0.0020064684
0.0003902314	0.0020045172
0.0003900554	0.0020025657
0.0003898796	0.0020006145
0.000389704	0.001998663
0.0003895286	0.0019967116
0.0003893535	0.0019947605
0.0003891786	0.001992809
0.0003890039	0.0019908578
0.0003888295	0.0019889064
0.0003886553	0.0019869551
